1,7000,30,70,40
2,7000,30,70,40
3,7000,30,70,40
4,7000,30,70,40
5,7000,30,70,40
6,7000,30,70,40
7,7000,30,70,40
8,7000,30,70,40
9,7000,30,70,40
10,7000,30,70,40
11,7000,30,70,40
12,7000,30,70,40
13,7000,30,70,40
14,7000,30,70,40
15,7000,30,70,40
16,7000,30,70,40
17,7000,30,70,40
18,7000,30,70,40
19,7000,30,70,40
20,7000,30,70,40
21,7000,30,70,40
22,7000,30,70,40
23,7000,30,70,40
24,7000,30,70,40
25,7000,30,70,40
26,7000,30,70,40
27,7000,30,70,40
28,7000,30,70,40
29,7000,30,70,40
30,7000,30,70,40
31,7000,30,70,40
32,7000,30,70,40
